STATION,Station_name,DATE,LATITUDE,LONGITUDE,Elevation,temperature,temperature_Measurement_Code,temperature_Quality_Code,temperature_Report_Type,temperature_Source_Code,temperature_Source_Station_ID,dew_point_temperature,dew_point_temperature_Measurement_Code,dew_point_temperature_Quality_Code,dew_point_temperature_Report_Type,dew_point_temperature_Source_Code,dew_point_temperature_Source_Station_ID,station_level_pressure,station_level_pressure_Measurement_Code,station_level_pressure_Quality_Code,station_level_pressure_Report_Type,station_level_pressure_Source_Code,station_level_pressure_Source_Station_ID,sea_level_pressure,sea_level_pressure_Measurement_Code,sea_level_pressure_Quality_Code,sea_level_pressure_Report_Type,sea_level_pressure_Source_Code,sea_level_pressure_Source_Station_ID,wind_direction,wind_direction_Measurement_Code,wind_direction_Quality_Code,wind_direction_Report_Type,wind_direction_Source_Code,wind_direction_Source_Station_ID,wind_speed,wind_speed_Measurement_Code,wind_speed_Quality_Code,wind_speed_Report_Type,wind_speed_Source_Code,wind_speed_Source_Station_ID,wind_gust,wind_gust_Measurement_Code,wind_gust_Quality_Code,wind_gust_Report_Type,wind_gust_Source_Code,wind_gust_Source_Station_ID,precipitation,precipitation_Measurement_Code,precipitation_Quality_Code,precipitation_Report_Type,precipitation_Source_Code,precipitation_Source_Station_ID,relative_humidity,relative_humidity_Measurement_Code,relative_humidity_Quality_Code,relative_humidity_Report_Type,relative_humidity_Source_Code,relative_humidity_Source_Station_ID,wet_bulb_temperature,wet_bulb_temperature_Measurement_Code,wet_bulb_temperature_Quality_Code,wet_bulb_temperature_Report_Type,wet_bulb_temperature_Source_Code,wet_bulb_temperature_Source_Station_ID,pres_wx_MW1,pres_wx_MW1_Measurement_Code,pres_wx_MW1_Quality_Code,pres_wx_MW1_Report_Type,pres_wx_MW1_Source_Code,pres_wx_MW1_Source_Station_ID,pres_wx_MW2,pres_wx_MW2_Measurement_Code,pres_wx_MW2_Quality_Code,pres_wx_MW2_Report_Type,pres_wx_MW2_Source_Code,pres_wx_MW2_Source_Station_ID,pres_wx_MW3,pres_wx_MW3_Measurement_Code,pres_wx_MW3_Quality_Code,pres_wx_MW3_Report_Type,pres_wx_MW3_Source_Code,pres_wx_MW3_Source_Station_ID,pres_wx_AU1,pres_wx_AU1_Measurement_Code,pres_wx_AU1_Quality_Code,pres_wx_AU1_Report_Type,pres_wx_AU1_Source_Code,pres_wx_AU1_Source_Station_ID,pres_wx_AU2,pres_wx_AU2_Measurement_Code,pres_wx_AU2_Quality_Code,pres_wx_AU2_Report_Type,pres_wx_AU2_Source_Code,pres_wx_AU2_Source_Station_ID,pres_wx_AU3,pres_wx_AU3_Measurement_Code,pres_wx_AU3_Quality_Code,pres_wx_AU3_Report_Type,pres_wx_AU3_Source_Code,pres_wx_AU3_Source_Station_ID,pres_wx_AW1,pres_wx_AW1_Measurement_Code,pres_wx_AW1_Quality_Code,pres_wx_AW1_Report_Type,pres_wx_AW1_Source_Code,pres_wx_AW1_Source_Station_ID,pres_wx_AW2,pres_wx_AW2_Measurement_Code,pres_wx_AW2_Quality_Code,pres_wx_AW2_Report_Type,pres_wx_AW2_Source_Code,pres_wx_AW2_Source_Station_ID,pres_wx_AW3,pres_wx_AW3_Measurement_Code,pres_wx_AW3_Quality_Code,pres_wx_AW3_Report_Type,pres_wx_AW3_Source_Code,pres_wx_AW3_Source_Station_ID,snow_depth,snow_depth_Measurement_Code,snow_depth_Quality_Code,snow_depth_Report_Type,snow_depth_Source_Code,snow_depth_Source_Station_ID,visibility,visibility_Measurement_Code,visibility_Quality_Code,visibility_Report_Type,visibility_Source_Code,visibility_Source_Station_ID,altimeter,altimeter_Measurement_Code,altimeter_Quality_Code,altimeter_Report_Type,altimeter_Source_Code,altimeter_Source_Station_ID,pressure_3hr_change,pressure_3hr_change_Measurement_Code,pressure_3hr_change_Quality_Code,pressure_3hr_change_Report_Type,pressure_3hr_change_Source_Code,pressure_3hr_change_Source_Station_ID,sky_cover_1,sky_cover_1_Measurement_Code,sky_cover_1_Quality_Code,sky_cover_1_Report_Type,sky_cover_1_Source_Code,sky_cover_1_Source_Station_ID,sky_cover_baseht_1,sky_cover_baseht_1_Measurement_Code,sky_cover_baseht_1_Quality_Code,sky_cover_baseht_1_Report_Type,sky_cover_baseht_1_Source_Code,sky_cover_baseht_1_Source_Station_ID,sky_cover_2,sky_cover_2_Measurement_Code,sky_cover_2_Quality_Code,sky_cover_2_Report_Type,sky_cover_2_Source_Code,sky_cover_2_Source_Station_ID,sky_cover_baseht_2,sky_cover_baseht_2_Measurement_Code,sky_cover_baseht_2_Quality_Code,sky_cover_baseht_2_Report_Type,sky_cover_baseht_2_Source_Code,sky_cover_baseht_2_Source_Station_ID,sky_cover_3,sky_cover_3_Measurement_Code,sky_cover_3_Quality_Code,sky_cover_3_Report_Type,sky_cover_3_Source_Code,sky_cover_3_Source_Station_ID,sky_cover_baseht_3,sky_cover_baseht_3_Measurement_Code,sky_cover_baseht_3_Quality_Code,sky_cover_baseht_3_Report_Type,sky_cover_baseht_3_Source_Code,sky_cover_baseht_3_Source_Station_ID,precipitation_3_hour,precipitation_3_hour_Measurement_Code,precipitation_3_hour_Quality_Code,precipitation_3_hour_Report_Type,precipitation_3_hour_Source_Code,precipitation_3_hour_Source_Station_ID,precipitation_6_hour,precipitation_6_hour_Measurement_Code,precipitation_6_hour_Quality_Code,precipitation_6_hour_Report_Type,precipitation_6_hour_Source_Code,precipitation_6_hour_Source_Station_ID,precipitation_9_hour,precipitation_9_hour_Measurement_Code,precipitation_9_hour_Quality_Code,precipitation_9_hour_Report_Type,precipitation_9_hour_Source_Code,precipitation_9_hour_Source_Station_ID,precipitation_12_hour,precipitation_12_hour_Measurement_Code,precipitation_12_hour_Quality_Code,precipitation_12_hour_Report_Type,precipitation_12_hour_Source_Code,precipitation_12_hour_Source_Station_ID,precipitation_15_hour,precipitation_15_hour_Measurement_Code,precipitation_15_hour_Quality_Code,precipitation_15_hour_Report_Type,precipitation_15_hour_Source_Code,precipitation_15_hour_Source_Station_ID,precipitation_18_hour,precipitation_18_hour_Measurement_Code,precipitation_18_hour_Quality_Code,precipitation_18_hour_Report_Type,precipitation_18_hour_Source_Code,precipitation_18_hour_Source_Station_ID,precipitation_21_hour,precipitation_21_hour_Measurement_Code,precipitation_21_hour_Quality_Code,precipitation_21_hour_Report_Type,precipitation_21_hour_Source_Code,precipitation_21_hour_Source_Station_ID,precipitation_24_hour,precipitation_24_hour_Measurement_Code,precipitation_24_hour_Quality_Code,precipitation_24_hour_Report_Type,precipitation_24_hour_Source_Code,precipitation_24_hour_Source_Station_ID,remarks,remarks_Measurement_Code,remarks_Quality_Code,remarks_Report_Type,remarks_Source_Code,remarks_Source_Station_ID
USW00024234,SEATTLE BOEING FLD,2025-01-01T00:53:00,47.5456,-122.3147,7.6,6.7,,5.0,FM15-METAR,343.0,727935-24234,2.8,,5.0,FM15-METAR,343.0,727935-24234,1017.9,,4.0,FM15-METAR,343.0,727935-24234,1018.9,,5.0,FM15-METAR,343.0,727935-24234,999.0,C-Calm,9.0,FM15-METAR,343.0,727935-24234,0.0,C-Calm,5.0,FM15-METAR,343.0,727935-24234,,,,,,,0.0,9-Missing,5.0,FM15-METAR,343.0,727935-24234,76.0,Derived,,FM15-METAR,343.0,727935-24234,5.0,Derived,,FM15-METAR,343.0,727935-24234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.093,N-Not-vari,5.0,FM15-METAR,343.0,727935-24234,1019.0,,4.0,FM15-METAR,343.0,727935-24234,,,,,,,BKN:07,07-Seven-o,5.0,FM15-METAR,343.0,727935-24234,4877.0,,5.0,FM15-METAR,343.0,727935-24234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09812/31/24 16:53:03 METAR KBFI 010053Z 00000KT 10SM BKN160 07/03 A3009 RMK AO2 SLP189 T00670028 (RB),,F,,343,727935-24234
USW00024234,SEATTLE BOEING FLD,2025-01-01T01:53:00,47.5456,-122.3147,7.6,6.1,,5.0,FM15-METAR,343.0,727935-24234,1.7,,5.0,FM15-METAR,343.0,727935-24234,1017.5,,4.0,FM15-METAR,343.0,727935-24234,1018.4,,5.0,FM15-METAR,343.0,727935-24234,130.0,N-Normal,5.0,FM15-METAR,343.0,727935-24234,1.5,N-Normal,5.0,FM15-METAR,343.0,727935-24234,,,,,,,0.0,9-Missing,5.0,FM15-METAR,343.0,727935-24234,74.0,Derived,,FM15-METAR,343.0,727935-24234,4.2,Derived,,FM15-METAR,343.0,727935-24234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.093,N-Not-vari,5.0,FM15-METAR,343.0,727935-24234,1018.6,,4.0,FM15-METAR,343.0,727935-24234,,,,,,,CLR:00,"00-None,SK",5.0,FM15-METAR,343.0,727935-24234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09512/31/24 17:53:03 METAR KBFI 010153Z 13003KT 10SM CLR 06/02 A3008 RMK AO2 SLP184 T00610017 (RB),,F,,343,727935-24234
USW00024234,SEATTLE BOEING FLD,2025-01-01T02:53:00,47.5456,-122.3147,7.6,5.6,,5.0,FM15-METAR,343.0,727935-24234,2.2,,5.0,FM15-METAR,343.0,727935-24234,1017.5,,4.0,FM15-METAR,343.0,727935-24234,1018.7,,5.0,FM15-METAR,343.0,727935-24234,999.0,C-Calm,9.0,FM15-METAR,343.0,727935-24234,0.0,C-Calm,5.0,FM15-METAR,343.0,727935-24234,,,,,,,0.0,9-Missing,5.0,FM15-METAR,343.0,727935-24234,79.0,Derived,,FM15-METAR,343.0,727935-24234,4.1,Derived,,FM15-METAR,343.0,727935-24234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.093,N-Not-vari,5.0,FM15-METAR,343.0,727935-24234,1018.6,,4.0,FM15-METAR,343.0,727935-24234,-0.7,"5-Decr,-th",4.0,FM15-METAR,343.0,727935-24234,SCT:04,04-Four-ok,5.0,FM15-METAR,343.0,727935-24234,1981.0,,5.0,FM15-METAR,343.0,727935-24234,BKN:07,07-Seven-o,5.0,FM15-METAR,343.0,727935-24234,2438.0,,5.0,FM15-METAR,343.0,727935-24234,OVC:08,08-Eight-o,5.0,FM15-METAR,343.0,727935-24234,3353.0,,5.0,FM15-METAR,343.0,727935-24234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET11812/31/24 18:53:03 METAR KBFI 010253Z 00000KT 10SM SCT065 BKN080 OVC110 06/02 A3008 RMK AO2 SLP187 T00560022 55007 (RB),,F,,343,727935-24234
USW00024234,SEATTLE BOEING FLD,2025-01-01T03:53:00,47.5456,-122.3147,7.6,6.1,,5.0,FM15-METAR,343.0,727935-24234,1.7,,5.0,FM15-METAR,343.0,727935-24234,1017.5,,4.0,FM15-METAR,343.0,727935-24234,1018.6,,5.0,FM15-METAR,343.0,727935-24234,140.0,N-Normal,5.0,FM15-METAR,343.0,727935-24234,1.5,N-Normal,5.0,FM15-METAR,343.0,727935-24234,,,,,,,0.0,2-Trace,5.0,FM15-METAR,343.0,727935-24234,74.0,Derived,,FM15-METAR,343.0,727935-24234,4.2,Derived,,FM15-METAR,343.0,727935-24234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.093,N-Not-vari,5.0,FM15-METAR,343.0,727935-24234,1018.6,,4.0,FM15-METAR,343.0,727935-24234,,,,,,,OVC:08,08-Eight-o,5.0,FM15-METAR,343.0,727935-24234,1981.0,,5.0,FM15-METAR,343.0,727935-24234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09812/31/24 19:53:03 METAR KBFI 010353Z 14003KT 10SM OVC065 06/02 A3008 RMK AO2 SLP186 T00610017 (RB),,F,,343,727935-24234
USW00024234,SEATTLE BOEING FLD,2025-01-01T04:53:00,47.5456,-122.3147,7.6,6.1,,5.0,FM15-METAR,343.0,727935-24234,2.2,,5.0,FM15-METAR,343.0,727935-24234,1017.2,,4.0,FM15-METAR,343.0,727935-24234,1018.2,,5.0,FM15-METAR,343.0,727935-24234,100.0,N-Normal,5.0,FM15-METAR,343.0,727935-24234,2.1,N-Normal,5.0,FM15-METAR,343.0,727935-24234,,,,,,,0.0,2-Trace,5.0,FM15-METAR,343.0,727935-24234,76.0,Derived,,FM15-METAR,343.0,727935-24234,4.4,Derived,,FM15-METAR,343.0,727935-24234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.093,N-Not-vari,5.0,FM15-METAR,343.0,727935-24234,1018.3,,4.0,FM15-METAR,343.0,727935-24234,,,,,,,FEW:02,02-Two-okt,5.0,FM15-METAR,343.0,727935-24234,1067.0,,5.0,FM15-METAR,343.0,727935-24234,BKN:07,07-Seven-o,5.0,FM15-METAR,343.0,727935-24234,1524.0,,5.0,FM15-METAR,343.0,727935-24234,OVC:08,08-Eight-o,5.0,FM15-METAR,343.0,727935-24234,2896.0,,5.0,FM15-METAR,343.0,727935-24234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET13512/31/24 20:53:03 METAR KBFI 010453Z 10004KT 10SM FEW035 BKN050 OVC095 06/02 A3007 RMK AO2 RAB0358E16B37E53 SLP182 P0000 T00610022 (RB),,F,,343,727935-24234
USW00024234,SEATTLE BOEING FLD,2025-01-01T05:53:00,47.5456,-122.3147,7.6,6.1,,5.0,FM15-METAR,343.0,727935-24234,0.6,,5.0,FM15-METAR,343.0,727935-24234,1016.5,,4.0,FM15-METAR,343.0,727935-24234,1017.4,,5.0,FM15-METAR,343.0,727935-24234,110.0,N-Normal,5.0,FM15-METAR,343.0,727935-24234,2.1,N-Normal,5.0,FM15-METAR,343.0,727935-24234,,,,,,,0.0,9-Missing,5.0,FM15-METAR,343.0,727935-24234,68.0,Derived,,FM15-METAR,343.0,727935-24234,3.8,Derived,,FM15-METAR,343.0,727935-24234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.093,N-Not-vari,5.0,FM15-METAR,343.0,727935-24234,1017.6,,4.0,FM15-METAR,343.0,727935-24234,-1.2,8-Steady-o,4.0,FM15-METAR,343.0,727935-24234,OVC:08,08-Eight-o,5.0,FM15-METAR,343.0,727935-24234,2743.0,,5.0,FM15-METAR,343.0,727935-24234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2-Trace,1.0,FM15-METAR,223.0,ICAO-KBFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET12212/31/24 21:53:03 METAR KBFI 010553Z 11004KT 10SM OVC090 06/01 A3005 RMK AO2 SLP174 60000 T00610006 10072 20056 58012 (LG),,F,,343,727935-24234
USW00024234,SEATTLE BOEING FLD,2025-01-01T06:53:00,47.5456,-122.3147,7.6,5.6,,5.0,FM15-METAR,343.0,727935-24234,1.7,,5.0,FM15-METAR,343.0,727935-24234,1015.8,,4.0,FM15-METAR,343.0,727935-24234,1016.8,,5.0,FM15-METAR,343.0,727935-24234,999.0,C-Calm,9.0,FM15-METAR,343.0,727935-24234,0.0,C-Calm,5.0,FM15-METAR,343.0,727935-24234,,,,,,,0.0,9-Missing,5.0,FM15-METAR,343.0,727935-24234,76.0,Derived,,FM15-METAR,343.0,727935-24234,3.9,Derived,,FM15-METAR,343.0,727935-24234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.093,N-Not-vari,5.0,FM15-METAR,343.0,727935-24234,1016.9,,4.0,FM15-METAR,343.0,727935-24234,,,,,,,OVC:08,08-Eight-o,5.0,FM15-METAR,343.0,727935-24234,3048.0,,5.0,FM15-METAR,343.0,727935-24234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09812/31/24 22:53:03 METAR KBFI 010653Z 00000KT 10SM OVC100 06/02 A3003 RMK AO2 SLP168 T00560017 (LG),,F,,343,727935-24234
USW00024234,SEATTLE BOEING FLD,2025-01-01T07:53:00,47.5456,-122.3147,7.6,5.6,,5.0,FM15-METAR,343.0,727935-24234,1.7,,5.0,FM15-METAR,343.0,727935-24234,1015.2,,4.0,FM15-METAR,343.0,727935-24234,1016.3,,5.0,FM15-METAR,343.0,727935-24234,999.0,C-Calm,9.0,FM15-METAR,343.0,727935-24234,0.0,C-Calm,5.0,FM15-METAR,343.0,727935-24234,,,,,,,0.0,9-Missing,5.0,FM15-METAR,343.0,727935-24234,76.0,Derived,,FM15-METAR,343.0,727935-24234,3.9,Derived,,FM15-METAR,343.0,727935-24234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.093,N-Not-vari,5.0,FM15-METAR,343.0,727935-24234,1016.3,,4.0,FM15-METAR,343.0,727935-24234,,,,,,,OVC:08,08-Eight-o,5.0,FM15-METAR,343.0,727935-24234,1829.0,,5.0,FM15-METAR,343.0,727935-24234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET10812/31/24 23:53:03 METAR KBFI 010753Z 00000KT 10SM OVC060 06/02 A3001 RMK AO2 SLP163 T00560017 400780011 (LG),,F,,343,727935-24234
USW00024234,SEATTLE BOEING FLD,2025-01-01T08:53:00,47.5456,-122.3147,7.6,4.4,,5.0,FM15-METAR,343.0,727935-24234,2.2,,5.0,FM15-METAR,343.0,727935-24234,1015.2,,4.0,FM15-METAR,343.0,727935-24234,1016.2,,5.0,FM15-METAR,343.0,727935-24234,130.0,N-Normal,5.0,FM15-METAR,343.0,727935-24234,1.5,N-Normal,5.0,FM15-METAR,343.0,727935-24234,,,,,,,0.0,9-Missing,5.0,FM15-METAR,343.0,727935-24234,86.0,Derived,,FM15-METAR,343.0,727935-24234,3.5,Derived,,FM15-METAR,343.0,727935-24234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.875,N-Not-vari,5.0,FM15-METAR,343.0,727935-24234,1016.3,,4.0,FM15-METAR,343.0,727935-24234,-1.3,"6-Decr,-th",4.0,FM15-METAR,343.0,727935-24234,BKN:07,07-Seven-o,5.0,FM15-METAR,343.0,727935-24234,1829.0,,5.0,FM15-METAR,343.0,727935-24234,OVC:08,08-Eight-o,5.0,FM15-METAR,343.0,727935-24234,2438.0,,5.0,FM15-METAR,343.0,727935-24234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET11001/01/25 00:53:02 METAR KBFI 010853Z 13003KT 8SM BKN060 OVC080 04/02 A3001 RMK AO2 SLP162 T00440022 56013 (LG),,F,,343,727935-24234
USW00024234,SEATTLE BOEING FLD,2025-01-01T09:53:00,47.5456,-122.3147,7.6,5.6,,5.0,FM15-METAR,343.0,727935-24234,0.6,,5.0,FM15-METAR,343.0,727935-24234,1015.5,,4.0,FM15-METAR,343.0,727935-24234,1016.4,,5.0,FM15-METAR,343.0,727935-24234,180.0,N-Normal,5.0,FM15-METAR,343.0,727935-24234,3.1,N-Normal,5.0,FM15-METAR,343.0,727935-24234,,,,,,,0.0,9-Missing,5.0,FM15-METAR,343.0,727935-24234,71.0,Derived,,FM15-METAR,343.0,727935-24234,3.5,Derived,,FM15-METAR,343.0,727935-24234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.093,N-Not-vari,5.0,FM15-METAR,343.0,727935-24234,1016.6,,4.0,FM15-METAR,343.0,727935-24234,,,,,,,OVC:08,08-Eight-o,5.0,FM15-METAR,343.0,727935-24234,1524.0,,5.0,FM15-METAR,343.0,727935-24234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09801/01/25 01:53:02 METAR KBFI 010953Z 18006KT 10SM OVC050 06/01 A3002 RMK AO2 SLP164 T00560006 (LG),,F,,343,727935-24234
