time,Q_proxy_fallback
2025-07-04 22:20:00,0.2109692257950836
2025-07-04 22:21:00,0.10979531732084064
2025-07-04 22:22:00,0.038484511530553905
2025-07-04 22:23:00,0.17095848446590461
2025-07-04 22:24:00,0.3498590276035669
2025-07-04 22:25:00,0.6515361577767298
2025-07-04 22:26:00,0.7495027210212443
2025-07-04 22:27:00,0.8196347962963354
2025-07-04 22:28:00,0.623258144792924
2025-07-04 22:29:00,0.6101778188986657
2025-07-04 22:30:00,0.661959178480326
2025-07-04 22:31:00,0.7277172294070422
2025-07-04 22:32:00,0.8714604072438894
2025-07-04 22:33:00,0.8585965724084649
2025-07-04 22:34:00,0.8982574755982788
2025-07-04 22:35:00,1.6767442068208902
2025-07-04 22:36:00,3.2079333466680744
2025-07-04 22:37:00,3.8676118763915435
2025-07-04 22:38:00,3.7891343911704607
2025-07-04 22:39:00,3.0289601537692734
